ID,TENTATIVE_TYPE,KIC,KIC_STATUS,NEW DETECTION,NAME,GAIA_ID,LITERATURE,MEMBER,VAR,VAR_REF,CMD,PERIOD,Q_PHASED,PHASED_LC,FT,COORDINATES,RA,DEC,DIST,Peph,Teph,EPH,GAIA_DR3_RV,GAIA_DR3_RV_ERR,LINK,FREQUENCY,PLX,PLXERR,PMRA,PMRAERR,PMDEC,PMDECERR,BP_RP,BPRP_EXCESS,GMAG,J_M,H_M,K_M,I_ROSVIK,IERR_ROSVIK,Vmag,e_Vmag,U_B,e_U_B,B_V,e_B_V,V_Milliman,VI_Miliiman,g,gerr,r,rerr,i,ierr,z,zerr,y,yerr,NOTES,USED_SPEC,Teff,logg,Rv,Fe/H,PETERS fits,NOT,APOGEE,LAMOST6_id,HECTOSPEC,APO35,XT_Teff,XT_Tefferr,XT_logg,XT_loggerr,XT_Rv,XT_Rverr,[M/H],XT_class,WOCS_XXIV,WOCS_LX,CLASS,TEFF,DR2_TEFF,DR2_LOGG,DR2_RV,DR2_RVERR,RV_HOLE,RV_HOLE_ER,RV_LEE,RV_LEE_ER,RV_PLASTIAS,RV_PLASTIAS_ER,RV_MILLIMAN,RV_MILLIMAN_ER,RV_GAO,RV_GAO_ER,RV_PROB,P5D-PM-POS-PLX,P4D-PM-POS,P3D-PM-PLX,P5D_nf,P4D_nf,P3D_nf,REF
252,Rotational,,nokic,new detection,19 41 26.11 +40 6 58.64,,,?,rotating,NEW,?,1.738358,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_252.png,https://drive.google.com/file/d/1wKjeGXCLaXYSi2nXbj3tO3AnWpJUbL3v/view?usp=sharing,https://drive.google.com/file/d/1P6M6WdLfDS1DrB1nokOHVkhZKUz3HRV-/view?usp=sharing,19 41 26.11 +40 6 58.64,295.3588112,40.11628821,,,,,,,http://aladin.u-strasbg.fr/AladinLite/?target=295.3588112%2040.11628821,0.5752554997,,,,,,,,,,null,null,null,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,11.1,0.29,,,,,11.1,0.29,,,0.7131482934,,,,,,,
253,Binary,5024566,nodata,new detection,GAIA DR2 2076298791320709120,Gaia DR3 2076298791320709120,,field,binary,NEW,MS,0.735148,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_253.png,https://drive.google.com/file/d/1byqsRmTaFutaxVdFuHJkrnc1S-oiU8Nq/view?usp=sharing,https://drive.google.com/file/d/1J8vFvrM74vj-vT7z-aAvq9NpUcA-eBN4/view?usp=sharing,19 41 20.57 +40 7 22.75,295.335715,40.12298723,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.335715%2040.12298723,1.360270313,0.1515356496,0.11575898,-2.964438753,0.13533302,-4.178772821,0.14326231,1.3342266,1.2344699,18.553068,16.88,16.341,15.587,null,null,19.02,0.011,,,1.061,0.024,,,19.3583,0.0047,18.5596,0.0057,18.239,0.0066,18.0921,0.0118,17.9862,0.0191,,,,,,,,,,,,,,,,,,,,,,,,5344.3335,,,,,,,,,,,,,,,nan,,0.8802924624,,0.01387310041,0.8802924624,0.005884414726,
254,Rotational,5024389,nodata,new detection,GAIA DR2 2076298486386442112,Gaia DR3 2076298486386442112,,field,rotating,NEW,MS,2.38909,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_254.png,https://drive.google.com/file/d/1Mts-ttJrSq9wEylPV3rXziOpJ00MqZO5/view?usp=sharing,https://drive.google.com/file/d/1FW_vBpYJF-gyyIhJO9ds2cSnwgzAoUdL/view?usp=sharing,19 41 15.47 +40 6 53.78,295.314462,40.11493809,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.314462%2040.11493809,0.4185694135,0.2297874127,0.5889771,-3.294954927,0.5883893,-1.987243605,0.8224187,1.6491814,1.7432743,20.432762,16.563,15.721,15.025,15.8831,0.02044749373,,,,,,,,,,,20.8582,0.0134,19.7535,0.0121,19.1509,0.0435,18.9053,0.0369,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,3.23E-28,,5.42E-29,3.23E-28,2.31E-28,
255,Rotational,,nokic,new detection,19 41 15.77 +40 5 52.16,,,?,rotating,NEW,?,8.16359,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_255.png,https://drive.google.com/file/d/16YGK3n438T9j5-FuoOXuQiUYd-0WSGLn/view?usp=sharing,https://drive.google.com/file/d/1cVVNR3NjwqML76vLQlPUMIUi3ZGs0hwL/view?usp=sharing,19 41 15.77 +40 5 52.16,295.3156918,40.09782119,,,,,,,http://aladin.u-strasbg.fr/AladinLite/?target=295.3156918%2040.09782119,0.1224951278,,,,,,,,,,null,null,null,null,null,,,,,,,,,,,21.2571,0.102,20.2143,0.0227,19.7826,0.0287,19.3718,0.0412,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,,,,
257,Rotational,4936866,nodata,new detection,19410647+4004442,Gaia DR3 2076298310287835776,,field,rotating,NEW,MS,20.94931,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_257.png,https://drive.google.com/file/d/1FPqXCa0Jh1TKIgGO0fi4BQniEZImieIp/view?usp=sharing,https://drive.google.com/file/d/1IT9zBFcqh77WIw3A7IK8Y2ixh37gBJXh/view?usp=sharing,19 41 6.49 +40 4 44.21,295.2770325,40.07894672,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2770325%2040.07894672,0.04773426905,0.4359666172,0.08746648,-2.20909598,0.094003834,-4.311256741,0.10883153,1.352684,1.2476913,18.013586,16.441,15.765,15.363,null,null,,,,,,,,,18.8351,0.0082,18.0367,0.0081,17.6532,0.0047,17.4637,0.0091,17.3224,0.0156,Multiple signal,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,9.20E-07,4.72E-06,3.36E-07,9.20E-07,4.72E-06,3.36E-07,
259,Rotational,5200184,13lc,,KIC 5200184,Gaia DR3 2076582607061342336,,field,rotating,McQuillan14,MS,7.591285205,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_259.png,,,19 41 25.42 +40 20 58.63,295.3559372,40.34962001,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.35593719999997%2040.34962001,0.13173,0.5617432325,0.024410116,-0.9303980377,0.027036326,-6.629993104,0.029524557,0.84902287,1.2038498,15.584314,14.535,14.267,14.189,null,null,,,,,,,,,15.9775,0.0048,15.591,0.0022,15.4524,0.0023,15.4093,0.004,15.3739,0.0016,,,,,,,,,,,,,,,,,,,,,42019,42019,,nan,,,,,,,,,,,,,,,nan,3.29E-135,6.76E-106,5.84E-129,3.29E-135,6.76E-106,5.84E-129,
260,Rotational,5200034,nodata,new detection,GAIA DR2 2076582534038273920,Gaia DR3 2076582534038273920,,field,rotating,NEW,below MS,3.828393,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_260.png,https://drive.google.com/file/d/1DqUSsmiAIBbW7EZzBbzbapeMOCjll4D2/view?usp=sharing,https://drive.google.com/file/d/12zHjj7fq_441aL98gVjqUMVMmQ_h9Bzv/view?usp=sharing,19 41 18.58 +40 19 49.36,295.3274339,40.33037899,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.32743389999996%2040.33037899,0.2612062032,0.2364053426,0.23638159,-2.575130764,0.26869237,-5.230911521,0.28628325,1.0823956,1.1571968,19.554651,null,null,null,null,null,19.783,0.021,0.119,0.131,0.765,0.04,,,20.0495,0.0181,19.5684,0.0143,19.3575,0.0101,19.311,0.0431,19.2455,0.0437,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,6.18,0.27,,,,,6.18,0.27,,,0.8006335251,,1.40E-15,,2.87E-16,1.40E-15,1.51E-15,
261,Binary,,nokic,new detection,GAIA DR2 2076583294245566720,Gaia DR3 2076583294245566720,,field,eclipsing,NEW,MS,2.808471,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_261.png,https://drive.google.com/file/d/1TuPc5PH_GnKA44_cDfz7dDYlkPMbRAIT/view?usp=sharing,https://drive.google.com/file/d/1T_dyqXvVLUh2ApvinmGkVICqGnZHUv9w/view?usp=sharing,19 41 14.92 +40 20 22.11,295.3121562,40.33947476,,2.8083498(28),2454967.2876(7),T = (2.808349783685695 +/- 2.796866210739301e-06)*E + (2454967.2875705585 +/- 0.0007855064791912227),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3121562%2040.33947476,0.3560656314,0.1768028975,0.5591555,-3.260273958,0.7400642,-4.900821311,0.86379766,2.0516624,1.4091977,20.46069,null,null,null,null,null,,,,,,,,,22.019,0.1787,20.8065,0.0201,19.9389,0.0188,19.5431,0.0824,19.3096,0.0454,eclibin,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,1.89E-08,,,1.89E-08,4.91E-10,
262,Rotational,5199859,15lc,,KIC 5199859,Gaia DR3 2076582950658667264,,cluster,semi-regular_vsx,Bossini17,AGB,17.69285209,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_262.png,,,19 41 8.12 +40 19 32.39,295.2838398,40.32566488,,,,,2.0895073,0.1373851,http://aladin.u-strasbg.fr/AladinLite/?target=295.2838398%2040.32566488,0.05652,0.3631158901,0.013968897,-2.808783512,0.016322762,-3.8583845,0.015925804,2.4005117,1.3961984,10.14278,7.356,6.492,6.223,null,null,,,,,,,,,12.1458,0.001,10.9796,0.0901,10.1646,0.001,7.7106,0.0879,,,solar like,APOGEE,3828(92),1.00(11),2.1875,-0.200(27),,,http://skyserver.sdss.org/dr12/en/tools/explore/summary.aspx?apid=2M19410822+4019319,http://dr6.lamost.org/spectrum/view?obsid=52809010,,,,,,,,,,,1016,1016,M4,nan,,,,,,,,,,,,,,,nan,0.9822187605,0.9470493097,0.9892473628,0.9822187605,0.9470493097,0.9892473628,
263,Rotational,,nokic,new detection,GAIA DR2 2076582946355475968,Gaia DR3 2076582946355475968,,field,rotating,NEW,MS,13.711082,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_263.png,https://drive.google.com/file/d/18foADQd00PguHLmKPtQMlHh2Y-hxlPz1/view?usp=sharing,https://drive.google.com/file/d/1eWYshPDBMOtjnTjjUpkNQPDTcwR1z2ce/view?usp=sharing,19 41 6.75 +40 19 5.71,295.2781108,40.31825198,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2781108%2040.31825198,0.07293370428,0.05931921353,0.19066541,-1.338424422,0.21189357,-1.969577357,0.24636401,1.6401234,1.2576047,19.060038,null,null,null,null,null,19.675,0.02,,,1.215,0.048,,,20.1887,0.0176,19.0617,0.0101,18.6046,0.0079,18.3922,0.0269,18.1922,0.0209,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,2.13,0.37,3.1,3.4,,,2.13,0.37,,,nan,,1.76E-45,,1.08E-49,1.76E-45,8.83E-47,
264,Rotational,,nokic,new detection,GAIA DR2 2076582843276554240,Gaia DR3 2076582843276554240,,field,rotating,NEW,below MS,7.837241,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_264.png,https://drive.google.com/file/d/1qhICtnW7-TLzDrthKFdmTw3CWlPV1CSw/view?usp=sharing,https://drive.google.com/file/d/1HnuCNT3AeoBKcm9QgLx316Y6IGrOE6EX/view?usp=sharing,19 41 4.39 +40 19 25.33,295.2683118,40.32370232,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.26831180000005%2040.32370232,0.1275959231,-0.8059534082,0.3905704,-1.794110649,0.4929707,-4.898565697,0.46601516,1.1299438,1.1720823,20.12008,null,null,null,null,null,,,,,,,,,20.8256,0.0161,20.1312,0.0239,19.9347,0.0325,19.8524,0.0307,19.6125,0.0507,,,,,,,,,,,,,,,,,,,,,,,,4774.91,,,,,,,,,,,,,,,nan,,,,7.63E-93,8.26E-18,3.06E-94,
265,Rotational,5200185,11lc,,KIC 5200185,Gaia DR3 2076582607061335936,,field,rotating,McQuillan14,below RGB,3.727171077,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_265.png,,,19 41 25.66 +40 20 14.24,295.3569209,40.3372898,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3569209%2040.3372898,0.2683,1.776747908,0.25014234,13.13105668,0.28883776,3.248411605,0.30271992,1.5146713,1.3537923,15.564599,13.652,13.05,12.903,null,null,,,,,,,,,16.4582,0.005,15.5511,0.008,15.0831,0.0036,14.8696,0.0033,14.7467,0.0054,solar like/ binary,,,,,,,,,,,,,,,,,,,,,,,4613.0625,,,,,,,,,,,,,1.72,0.27,0.8707939007,,,,0,0,0,
266,Binary,5200364,nodata,,Cl* NGC 6819 SHLP 22695,Gaia DR3 2076583839713435776,,field,eclipsing,ST05,below MS,0.20688,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_266.png,https://drive.google.com/file/d/1TjAOdkAFHcxNpJ1jtj4Qr-KTRGZAED4h/view?usp=sharing,https://drive.google.com/file/d/1D75oDzat1-9DLn4NH6GK67sG7Cy4qygJ/view?usp=sharing,19 41 34.66 +40 20 36.90,295.3944167,40.34358333,,0.206879465(16),2454964.58302(7),T = (0.2068794652119675 +/- 1.640138578820646e-08)*E + (2454964.5830179113 +/- 6.825273278952404e-05),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.39441669999997%2040.34358333,4.833720031,0.6997038795,0.2201422,-1.4491245,0.24050227,-5.040403388,0.2592222,0.5127468,1.1955183,19.419643,null,null,null,null,null,19.438,0.016,-0.73,0.033,0.006,0.023,,,19.471,0.0136,19.4123,0.0221,19.7454,0.0436,19.2939,0.0706,19.0264,0.0454,,,,,,,,,,,,,,,,,,,,,,,,nan,4750,2.5,-22.19067,0.7773833,,,,,,,,,,,nan,1.08E-51,7.18E-34,4.54E-49,1.08E-51,7.18E-34,4.54E-49,
267,Pulsating,5199930,5lc,,KIC 5199930,Gaia DR3 2076582916298933888,,field,solar-like,Balona13,RGB,1.176470588,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_267.png,,,19 41 12.06 +40 18 55.52,295.3002487,40.31542319,,,,,-22.356878,0.28765863,http://aladin.u-strasbg.fr/AladinLite/?target=295.3002487%2040.31542319,0.8500000002,0.5911590021,0.009912455,-5.652638001,0.011250867,-8.728952792,0.012804534,1.4302034,1.2549438,11.893303,10.054,9.424,9.302,null,null,,,,,,,,,12.878,,11.967,,11.564,,11.326,,11.189,,solar like,APOGEE,4120(10),2.948(0.094),82.41(30),-0.139(0.080),https://xtgrid.astroserver.org/EGVDIR_309_Q0R63M_267_apStar-r8-2M19411215+4018560_dat.php?ref=Q0R63M,,http://skyserver.sdss.org/dr12/en/tools/explore/summary.aspx?apid=2M19411215+4018560,,,,,,,,,,,,2015,2015,,5403,,,,,,,,,,,,,2.13,0.25,0.8648117042,4.56E-288,1.35E-234,2.18E-270,4.56E-288,1.35E-234,2.18E-270,
268,Rotational,5200273,nodata,,Cl* NGC 6819 SHLP 23064,Gaia DR3 2076584118889853696,,field,rotating_BY Dra_vsx,ST05,MS,6.534934,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_268.png,https://drive.google.com/file/d/18leHBI6yXPPJUw-Vc66aSwExohzQ5uCo/view?usp=sharing,https://drive.google.com/file/d/1KXQUMmFGq8B9UZ6eawJ6dwri51nFt4SD/view?usp=sharing,19 41 30.23 +40 22 17.28,295.3759386,40.37146789,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.37593860000004%2040.37146789,0.1530237337,0.4902298449,0.04598741,-4.933748227,0.048113395,-6.176971922,0.05631048,1.0718365,1.2176787,16.91252,15.458,15.08,15.069,null,null,,,,,,,,,17.4824,0.0055,16.9164,0.0056,16.6764,0.0011,16.5632,0.0066,16.5023,0.0114,,HECTOSPEC,10370(140),4.992(8),252(6),-0.413(0.277),https://xtgrid.astroserver.org/I9MWDV_304_GJ06G0_ID268_078_SHLP23064_ms_dat.php?ref=GJ06G0,,,,HECTOSPEC,,,,,,,,,,,,,nan,,,,,-22.62,0.18,,,,,-22.62,0.18,,,0.9710723043,8.82E-91,1.97E-74,3.92E-85,8.82E-91,1.97E-74,3.92E-85,
270,Rotational,5200352,nodata,new detection,GAIA DR2 2076583908425657472,Gaia DR3 2076583908425657472,,field,rotating,NEW,below AGB,6.671009,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_270.png,https://drive.google.com/file/d/1aRqCgK35pLYFzGWnA6emG_tEqoLBGeDY/view?usp=sharing,https://drive.google.com/file/d/1GMm3Auoyx1vmGQTncrx1i6jPWOCEH7RL/view?usp=sharing,19 41 33.75 +40 20 37.6,295.3906295,40.34377701,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3906295%2040.34377701,0.1499023611,0.7209872279,0.19677772,-15.71837762,0.2163975,-13.53181268,0.24290708,2.3003674,1.6235566,18.896593,16.008,15.524,15.307,null,null,19.643,0.02,,,1.327,0.049,,,20.3251,0.0544,19.1939,0.0196,18.1704,0.0062,17.6582,0.0062,17.4308,0.012,,,,,,,,,,,,,,,,,,,,,,,,5245.2266,4250,1.5,-19.002953,0.47066507,,,,,,,,,,,nan,0,0,0,0,0,0,
271,Pulsating,5200146,1lc,,2MASS J19412363+4019072,Gaia DR3 2076582503982578944,,field,solar-like,NEW,RGB,2.528921,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_271.png,https://drive.google.com/file/d/1Yn3nNj5UonHRmgsebl4RMa0gEGiOboGS/view?usp=sharing,https://drive.google.com/file/d/1vXPCn7RIBHALX3u1KkACudusmRaJALPE/view?usp=sharing,19 41 23.64 +40 19 7.25,295.3484917,40.31868002,,,,,-19.056786,0.26551774,http://aladin.u-strasbg.fr/AladinLite/?target=295.3484917%2040.31868002,0.395425559,0.3682063184,0.012101245,-1.907303972,0.013574649,-6.08154841,0.013974792,1.7572222,1.2967116,11.611129,9.399,8.654,8.423,null,null,,,,,,,12.12,1.67,12.836,0.001,12.376,,11.602,,11.06,,10.805,,,LAMOST,4069(144),2.15(23) ,-20(3) ,-0.215(0.135),,,,http://dr6.lamost.org/spectrum/view?obsid=367902177,,,,,,,,,,,1015,1015,K4,nan,,,,,,,,,,,,,,,nan,2.06E-61,1.76E-50,1.47E-58,2.06E-61,1.76E-50,1.47E-58,
272,Outbursting,,nokic,new detection,19 41 23.73 +40 18 54.4,,,?,outbursting,NEW,?,65.349341,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_272.png,https://drive.google.com/file/d/1fTHm6-Jfx2Cvm0gZMzrTBviYEd7PZW6p/view?usp=sharing,https://drive.google.com/file/d/1gz5YAtNbSdrs_9OZkhpqeIEkBK1rPgc3/view?usp=sharing,19 41 23.73 +40 18 54.4,295.3488935,40.31511135,,,,,,,http://aladin.u-strasbg.fr/AladinLite/?target=295.34889350000003%2040.31511135,0.01530237313,,,,,,,,,,null,null,null,null,null,,,,,,,,,19.1146,0.0122,18.5713,0.0087,18.305,0.0087,18.225,0.0135,17.9335,0.0366,novae?,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,-19.63,0.32,,,-19.63,0.32,-19.63,0.32,,,0.9891195434,,,,,,,
273,Rotational,5200072,nodata,new detection,GAIA DR2 2076582465319137792,Gaia DR3 2076582465319137792,,cluster,rotating,NEW,MS,10.088493,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_273.png,https://drive.google.com/file/d/16a_6jIOgPQAuw85IYRTMZNBnQykbNfNi/view?usp=sharing,https://drive.google.com/file/d/1X8zIzcTtw8snfZkfCQ9yYH13C5EtTzU3/view?usp=sharing,19 41 20.24 +40 18 46.45,295.3343144,40.31290374,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3343144%2040.31290374,0.09912283232,0.4177555853,0.11698047,-2.720174111,0.13149747,-3.84031136,0.14232042,1.4024467,1.2393779,18.496521,null,null,null,null,null,18.936,0.011,,,1.088,0.024,,,19.3311,0.0046,18.4893,0.0198,18.1178,0.0039,17.9393,0.0142,17.8082,0.0108,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0.9640752073,0.9236759149,0.9712618269,0.9640752073,0.9236759149,0.9712618269,
274,Rotational,5199996,nodata,,Cl* NGC 6819 SHLP 24157,Gaia DR3 2076582087361668608,,field,rotating_BY Dra_vsx,ST05,MS,6.467364,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_274.png,https://drive.google.com/file/d/1iP3UMR65U0XkH7SA4QGS3w71IcF6WL0w/view?usp=sharing,https://drive.google.com/file/d/1-7y-yXdrD-pAQOYOJq_wZVfT38jQRCjZ/view?usp=sharing,19 41 16.54 +40 18 16.92,295.3189117,40.30470113,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3189117%2040.30470113,0.1546225015,-0.3813221135,0.22798118,-4.104331266,0.25226536,-3.384235183,0.28239697,1.9370213,1.366405,19.317223,16.602,16.006,16.991,null,null,20.057,0.027,,,1.555,0.08,,,20.6606,0.021,19.4232,0.0071,18.7276,0.0081,18.4118,0.0084,18.2193,0.0285,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,5.07E-51,3.53E-13,4.50E-52,
275,Pulsators,5200181,nodata,new detection,[PGM2013] 853749,Gaia DR3 2076582602761996672,,field,gamma-dor,NEW,below MS,1.692246,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_275.png,https://drive.google.com/file/d/1Xva3vR0j6E39OECXl2xEQ1fAMAcSX6Ch/view?usp=sharing,https://drive.google.com/file/d/1rDzL8gndA9F5miWNJm4mThLbl28R97Gp/view?usp=sharing,19 41 25.36 +40 19 52.11,295.3556629,40.33114184,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.35566289999997%2040.33114184,0.590930633,0.1446701144,0.053445317,-2.562276468,0.060320996,-4.062077281,0.067585014,0.7272396,1.1943347,17.216042,16.359,15.995,14.745,null,null,,,,,,,,,17.5232,0.0066,17.2204,0.0043,17.1131,0.0047,17.0865,0.0046,17.048,0.0037,no contamination,NOT,5400(40),1.239(3),50(10),0.551(0.105),ok,https://astroserver.org/tracking/YIE7AQ.php?pass=wlbfjq,,,,,5400,40,1.239,0.003,-50,10,0.511,F8II,,,gamma dor?,6200,,,,,,,,,,,,,,,nan,7.85E-05,0.3235821971,0.0002381112171,7.85E-05,0.3235821971,0.0002381112171,
276,Pulsating,5200223,nodata,new detection,2MASS J19412751+4018585,Gaia DR3 2076582297823683712,,field,solar-like,NEW,below RGB,3.777744,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_276.png,https://drive.google.com/file/d/126pH9oD0HRzxlCbK17POow705GYW4FDd/view?usp=sharing,https://drive.google.com/file/d/1mKQ790Q1ZjkTduPj7YUUWE8WqDp2u1nF/view?usp=sharing,19 41 27.51 +40 18 58.56,295.3646377,40.31626798,,,,,-115.54742,1.9070014,http://aladin.u-strasbg.fr/AladinLite/?target=295.3646377%2040.31626798,0.2647082492,0.06202537764,0.013508185,-3.197275891,0.0157466,-4.459240485,0.016115285,1.6550064,1.2849463,14.139502,12.038,11.327,11.151,null,null,14.624,0.002,1.345,0.013,1.46,0.004,14.65,1.54,15.239,0.0033,14.1753,0.0051,13.6882,0.011,13.4259,0.0029,13.2581,0.0021,solar like,,,,,,,,,,,,,,,,,,,,12015,12015,,nan,,,,,,,,,,,,,0.9,0.46,0.8824386303,1.16E-10,0.01164987544,6.96E-10,1.16E-10,0.01164987544,6.96E-10,
277,Rotational,5200036,nodata,new detection,[PGM2013] 842634,Gaia DR3 2076582538341833344,,field,rotating,NEW,MS,21.928576,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_277.png,https://drive.google.com/file/d/1D7knGQdRZGYFLAkUC2W8zIA-SpBT94Ir/view?usp=sharing,https://drive.google.com/file/d/1UmsktIsntvymZOERw5q0aj1XJm-cOH6M/view?usp=sharing,19 41 18.66 +40 19 23.42,295.3277559,40.32317153,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3277559%2040.32317153,0.04560259636,0.6991957936,0.06876868,-2.761826437,0.079193346,-3.079489628,0.08179959,0.99923515,1.2723213,16.747862,15.471,15.116,15.187,null,null,16.885,0.003,0.205,0.014,0.73,0.005,,,17.1895,0.0039,16.6999,0.0031,16.4938,0.0056,16.4132,0.0056,16.3499,0.0046,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,-116.48,0.13,,,-116.48,0.13,-116.48,0.13,,,0.002872180016,3.73E-13,0.001013074913,5.27E-12,3.73E-13,0.001013074913,5.27E-12,
278,Rotational,5112402,10lc,,KIC 5112402,Gaia DR3 2076582018642530432,,field,rotating,Nielsen13,MS,4.826254826,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_278.png,,,19 41 9.99 +40 17 5.44,295.2916198,40.28484434,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.29161980000003%2040.28484434,0.2072,0.2562046754,0.048231862,-1.559792315,0.053202953,-0.7057071926,0.057292826,1.0582333,1.2157342,17.044191,15.714,15.246,15.128,null,null,,,,,,,,,17.5701,0.0058,17.0483,0.0037,16.835,0.0048,16.7345,0.0077,16.6354,0.0054,,,,,,,,,,,,,,,,,,,,,,,,nan,5000,3,8.12254,1.4317343,,,,,,,,,,,nan,1.43E-104,1.03E-84,3.31E-99,1.43E-104,1.03E-84,3.31E-99,
279,Pulsating,5200359,nodata,new detection,2MASS J19413423+4019450,Gaia DR3 2076582366543185664,,field,solar-like,NEW,RGB,0.26817,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_279.png,https://drive.google.com/file/d/1ZDM3rJ2siKwoc3-Qnacgc-qnvAZgUOd2/view?usp=sharing,https://drive.google.com/file/d/1C2uyQBBhzXBomchBZ1MX0GUMqv0dv6CG/view?usp=sharing,19 41 34.23 +40 19 44.99,295.3926408,40.32916495,,,,,7.563493,0.81501746,http://aladin.u-strasbg.fr/AladinLite/?target=295.39264080000004%2040.32916495,3.728977887,0.339059595,0.009721218,-1.631436836,0.011257528,-5.079372692,0.011670429,1.4180269,1.257457,13.1175165,11.308,10.683,10.555,null,null,13.457,0.001,1.055,0.005,1.214,0.002,13.5,1.3,13.9856,0.0038,13.288,,12.869,,12.614,,12.4375,0.0036,solar like,,,,,,,,,,,,,,,,,,,,6018,6018,,nan,,,,,,,,,,,,,,,nan,7.35E-36,2.61E-29,3.01E-34,7.35E-36,2.61E-29,3.01E-34,
