ID,TENTATIVE_TYPE,KIC,KIC_STATUS,NEW DETECTION,NAME,GAIA_ID,LITERATURE,MEMBER,VAR,VAR_REF,CMD,PERIOD,Q_PHASED,PHASED_LC,FT,COORDINATES,RA,DEC,DIST,Peph,Teph,EPH,GAIA_DR3_RV,GAIA_DR3_RV_ERR,LINK,FREQUENCY,PLX,PLXERR,PMRA,PMRAERR,PMDEC,PMDECERR,BP_RP,BPRP_EXCESS,GMAG,J_M,H_M,K_M,I_ROSVIK,IERR_ROSVIK,Vmag,e_Vmag,U_B,e_U_B,B_V,e_B_V,V_Milliman,VI_Miliiman,g,gerr,r,rerr,i,ierr,z,zerr,y,yerr,NOTES,USED_SPEC,Teff,logg,Rv,Fe/H,PETERS fits,NOT,APOGEE,LAMOST6_id,HECTOSPEC,APO35,XT_Teff,XT_Tefferr,XT_logg,XT_loggerr,XT_Rv,XT_Rverr,[M/H],XT_class,WOCS_XXIV,WOCS_LX,CLASS,TEFF,DR2_TEFF,DR2_LOGG,DR2_RV,DR2_RVERR,RV_HOLE,RV_HOLE_ER,RV_LEE,RV_LEE_ER,RV_PLASTIAS,RV_PLASTIAS_ER,RV_MILLIMAN,RV_MILLIMAN_ER,RV_GAO,RV_GAO_ER,RV_PROB,P5D-PM-POS-PLX,P4D-PM-POS,P3D-PM-PLX,P5D_nf,P4D_nf,P3D_nf,REF
127,Rotational,5112520,nodata,new detection,GAIA DR2 2076581640685054208,Gaia DR3 2076581640685054208,,field,rotating,NEW,MS,15.167687,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_127.png,https://drive.google.com/file/d/1z-UrL_vZulK5jrPmuDNX1Qet3bemqnZJ/view?usp=sharing,https://drive.google.com/file/d/1T7gsFYFv4bzyfUb8-EvaPMpZfflggleU/view?usp=sharing,19 41 14.71 +40 14 0.34,295.3112833,40.23342855,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3112833%2040.23342855,0.06592963054,0.9432311467,0.06472392,-0.83901048,0.07112249,1.714985105,0.07940015,1.7030697,1.3023024,17.56133,15.529,14.812,14.756,11.3598,0.0223787846,18.246,0.007,1.027,0.102,1.364,0.016,,,18.7588,0.0233,17.5918,0.0055,17.0771,0.0025,16.8367,0.0082,16.6974,0.0073,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0,1.91E-258,0,0,1.91E-258,0,
128,Rotational,,nokic,new detection,19 41 4.78 +40 13 13.86,Gaia DR3 2076487739818146048,,?,rotating,NEW,below MS,3.849712,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_128.png,https://drive.google.com/file/d/1ktrlIWYoBDX7tigldnOrR_FVZ6mE8vvA/view?usp=sharing,https://drive.google.com/file/d/1umLYsRQkc6iCcBfxYSNuackGM999wv--/view?usp=sharing,19 41 4.78 +40 13 13.86,295.2699199,40.22051653,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.26991989999993%2040.22051653,0.2597596911,,,,,,,1.3702984,1.558579,21.19236,null,null,null,null,null,,,,,,,,,,,21.7172,0.1854,20.742,0.0092,20.1737,0.1067,19.7782,0.0582,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,,,,
129,Rotational,5112630,nodata,new detection,[HGM2009b] WOCS 033002,Gaia DR3 2076300066938738176,,cluster,rotating,NEW,MSTO,4.460176,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_129.png,https://drive.google.com/file/d/1fxicb9Nh2SiMwlxOcCcf2HSkdVmFJwgv/view?usp=sharing,https://drive.google.com/file/d/18wq4BGyWplZrMLJs_Is_hvGdudXMnWol/view?usp=sharing,19 41 18.47 +40 12 33.45,295.32694,40.20929131,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.32694%2040.20929131,0.224206399,0.3333816662,0.020271929,-2.832458195,0.022801,-3.809437878,0.025099542,0.89766216,1.2942908,15.141092,13.861,13.587,13.554,null,null,15.288,0.004,0.111,0.007,0.599,0.004,15.31,0.79,15.5083,0.0104,15.1153,0.0072,14.9617,0.0023,14.9071,0.0131,14.8894,0.0048,Overlaps with 154,,,,,,,,,,,,,,,,,,,,33002,33002,,nan,,,,,11.18,8.8,,,11.18,8.8,9.18,7.74,,,nan,0.9930111679,0.9765358152,0.9862457672,0.9930111679,0.9765358152,0.9862457672,
130,Binary,5112574,nodata,new detection,UCAC4 652-075521,Gaia DR3 2076300066938729856,,cluster,binary,NEW,MS,1.615923,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_130.png,https://drive.google.com/file/d/1EWz_ULi3TFuvPBrnwaXx32Y9mVqPgl88/view?usp=sharing,https://drive.google.com/file/d/1AHLVBW99ArmbULEbg0srS3_q8M4AQW5a/view?usp=sharing,19 41 16.76 +40 12 33.73,295.3198525,40.20937058,,1.61592641(8),2454966.2050(32),T = (1.6159264061461993 +/- 8.385829713124803e-06)*E + (2454966.2050046814 +/- 0.0032278053439869074),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.31985249999997%2040.20937058,0.6188413681,0.389420724,0.028828563,-2.979332279,0.032289155,-3.812615241,0.03525208,0.87418747,1.207096,16.044893,14.861,14.696,14.852,null,null,,,,,,,16.23,0.8,16.453,0.0062,16.0445,0.0034,15.8859,0.0036,15.8316,0.006,15.8038,0.0031,,,,,,,,,,,,,,,,,,,,,49002,49002,,nan,,,,,9.97,9.96,,,9.97,9.96,5.68,8.93,,,nan,0.9936390298,0.9778196275,0.9892569792,0.9936390298,0.9778196275,0.9892569792,
131,Rotational,5112536,nodata,,V* V2390 Cyg,Gaia DR3 2076300131353981312,,cluster,binary_vsx,ST02,MS,0.673152,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_131.png,https://drive.google.com/file/d/1rGiS-XS0JcnwPF_BdYJYNWJ3EtgxZwG3/view?usp=sharing,https://drive.google.com/file/d/1p_ATzw0Q8OHb7Weq_Yn6IIct6uuh2mJn/view?usp=sharing,19 41 15.28 +40 12 31.62,295.313676,40.20878448,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.313676%2040.20878448,1.485548583,0.254407193,0.072621204,-2.973311903,0.0807666,-4.036349542,0.08651684,1.3268795,1.218523,17.685575,16.065,14.589,14.475,null,null,,,,,,,,,18.4234,0.0108,17.622,0.0122,17.288,0.0074,17.1311,0.0109,16.9602,0.0106,,HECTOSPEC,4600(40),4.33(34),220(1),0.718(0.032),https://xtgrid.astroserver.org/NYJAVL_302_GJ06G0_ID131_138_V2390Cyg_ms_dat.php?ref=GJ06G0,,,,https://xtgrid.astroserver.org/NYJAVL_302_GJ06G0_ID131_138_V2390Cyg_ms_dat.php?ref=GJ06G0,,,,,,,,,,,,,5191.5,,,,,4.06,0.4,,,,,3.46,0.38,,,nan,0.8818559492,0.9641885495,0.7620635485,0.8818559492,0.9641885495,0.7620635485,
132,Rotational,5112519,nodata,,[PGM2013] 663995,Gaia DR3 2076300101298455168,,cluster,rotating,ST02,MS,5.906123,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_132.png,https://drive.google.com/file/d/1VuVrzVpp-NzuzRpDBpTnjI_mFNk1fmJb/view?usp=sharing,https://drive.google.com/file/d/1zHjD-WPYfGjyLhauglu-va0ud99wcGDK/view?usp=sharing,19 41 14.73 +40 12 14.07,295.3113566,40.20390708,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3113566%2040.20390708,0.1693158101,0.4606146882,0.077993125,-2.650397611,0.084725745,-3.704303565,0.1078189,1.3665752,1.1862408,17.900032,16.267,15.848,15.682,null,null,18.378,0.007,0.413,0.056,1.052,0.015,,,18.6062,0.011,17.7947,0.0134,17.5787,0.0143,17.3909,0.0013,17.2636,0.0071,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0.8457679172,0.8868973229,0.7609028182,0.8457679172,0.8868973229,0.7609028182,
133,Rotational,,nokic,new detection,GAIA DR2 2076300032574913920,Gaia DR3 2076300032574913920,,field,rotating,NEW,?,0.561478,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_133.png,https://drive.google.com/file/d/1WbP0_HrF0GiG_KghI6hcAz3e7sPoMqSc/view?usp=sharing,https://drive.google.com/file/d/1_AxSfnonhXnwAubMhftbJsbFlpOLxljN/view?usp=sharing,19 41 15.29 +40 11 54.79,295.3137286,40.19855182,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.31372860000005%2040.19855182,1.781013682,0.1874878941,1.4491166,-2.54685564,1.6406347,-4.252350189,1.7119584,,,20.90433,null,null,null,null,null,,,,,,,,,21.1235,0.0713,20.4181,0.0877,19.4096,0.0328,19.2169,0.0213,19.0345,0.0047,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,0.01031114381,0.2538873375,0.0008643660114,
134,Rotational,5112434,nodata,new detection,[HGM2009b] WOCS 016003,Gaia DR3 2076300101299126912,,cluster,rotating,NEW,MSTO,5.030723,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_134.png,https://drive.google.com/file/d/15NYRwSxNw40JjDVqGh3QMCTYeWSmpArE/view?usp=sharing,https://drive.google.com/file/d/11hT1F1HyW6LlqYCKc-UH8ngTa91o2mml/view?usp=sharing,19 41 11.81 +40 12 19.71,295.2992079,40.2054761,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2992079%2040.2054761,0.1987785851,0.3706080623,0.018440433,-2.973113518,0.021689294,-3.705906214,0.021308474,0.8505945,1.2136643,14.740045,13.181,13.035,12.941,15.7394,0.02978086634,,,,,,,14.91,0.76,15.155,0.0021,14.7446,0.0015,14.6151,0.0039,14.5938,0.0086,14.5269,0.01,,,,,,,,,,,,,,,,,,,,,16003,16003,,nan,,,,,-1.48,7.47,,,-1.48,7.47,-2.98,7.37,,,0.9311782653,0.9907552756,0.9682443541,0.9838348889,0.9907552756,0.9682443541,0.9838348889,
135,Binary,5112456,nodata,,2MASS J19411252+4012060,Gaia DR3 2076300101298442368,,cluster,active-eclipsing,ST02,MS,1.041651,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_135.png,https://drive.google.com/file/d/1mvHvjap_OLrbOo418zfhbAgeVbFRKBo7/view?usp=sharing,https://drive.google.com/file/d/1kMCY9lQB7I5_nJmjvrqyRwZDoU0yVLJp/view?usp=sharing,19 41 12.53 +40 12 06.10,295.3022083,40.20169444,,1.04163866(35),2454965.06811(26),T = (1.041638657937571 +/- 3.49440330084193e-07)*E + (2454965.0681130467 +/- 0.0002628335004108783),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3022083%2040.20169444,0.9600144386,0.3922306816,0.049167056,-2.866309264,0.057077907,-4.224602996,0.05663234,1.0794449,1.5341535,16.942848,15.095,14.757,14.615,null,null,,,,,,,,,17.3086,0.0284,16.9111,0.0461,16.6291,0.0526,16.5227,0.0709,16.5815,0.0234,eclipsing binary,APO35,5750(110),4.81(35),?,0.17(16),5920+20-190; 4.351+0.585-0.122; Fe/H=0.171+0.251-0.06,,,,,APO35,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0.9406003671,0.80731567,0.8877488768,0.9406003671,0.80731567,0.8877488768,
136,Binary,,nokic,new detection,GAIA DR2 2076299998215027968,Gaia DR3 2076299998215027968,,field,binary,NEW,MS,0.737808,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_136.png,https://drive.google.com/file/d/15zgNWQDdE4qcA8A_oczhJhIhuL-l6uSo/view?usp=sharing,https://drive.google.com/file/d/1obW5OCePhij012bQMOwDnnu_lYj512zS/view?usp=sharing,19 41 7.68 +40 11 23.2,295.28199,40.18977829,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.28199%2040.18977829,1.355366166,1.966990195,0.47587964,-1.927469729,0.6006694,-6.963897257,0.6053623,2.4053211,1.4583766,20.19812,null,null,null,null,null,,,,,,,,,22.055,0.1177,20.9966,0.0527,19.5262,0.0151,18.8993,0.0231,18.6816,0.0586,extra artifact peaks,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,6.30E-228,2.53E-69,3.02E-222,
137,Binary,,nokic,new detection,GAIA DR2 2076487636738867328,Gaia DR3 2076487636738867328,,field,active-eclipsing,NEW,below MS,0.416965,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_137.png,https://drive.google.com/file/d/1vrpncJbJS5MmvO9fRd04qXK7bEWEBVkt/view?usp=sharing,https://drive.google.com/file/d/1ttI0ICwrVRBZ3HErkN1FcfF7KaQKwegA/view?usp=sharing,19 41 05.76 +40 11 50.09,295.2740195,40.19724734,,0.4169454(7),2454965.2280(24),T = (0.4169454366318549 +/- 1.3153465061732823e-06)*E + (2454965.22800135161 +/- 0.0024115577203082587),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2740195%2040.19724734,2.398282829,0.497610364,0.2526846,0.3930756639,0.28617564,-5.491437677,0.31918022,1.3831692,1.2699933,19.744457,null,null,null,null,null,20.513,0.037,,,1.37,0.104,,,20.7535,0.0474,19.7458,0.0361,19.3877,0.0193,19.219,0.0323,19.1438,0.0645,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,6.40E-144,9.95E-108,3.45E-144,
138,Pulsators,5024090,nodata,new detection,GAIA DR2 2076487632439073408,Gaia DR3 2076487632439073408,,field,gamma-dor,NEW,below MS,0.695169,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_138.png,https://drive.google.com/file/d/1c-N3vUxaSzNzWnBhcMl6B0BxIznQ6jSz/view?usp=sharing,https://drive.google.com/file/d/1WO5wVGCmOsUjY9gVfZZHnELs6SAkzpPs/view?usp=sharing,19 41 3.78 +40 11 6.88,295.2657568,40.185245,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2657568%2040.185245,1.438499128,0.007682975194,0.17062218,-1.362320047,0.18888837,-1.98656004,0.21907115,0.62033844,1.1155217,19.103313,null,null,null,null,null,19.379,0.014,0.142,0.066,0.427,0.024,,,19.3837,0.0092,19.1216,0.0104,19.0675,0.0155,19.0609,0.0147,19.1028,0.0429,overlaps with 139,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,1.92E-44,,2.54E-50,1.92E-44,2.54E-47,
139,Binary,5024077,nodata,,2MASS J19410329+4010527,Gaia DR3 2076487254481737728,,field,eclipsing,TA10,BS,0.932204,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_139.png,https://drive.google.com/file/d/1gkY0uzZtoHHKPFCtOYe52JV26qNuvqlG/view?usp=sharing,https://drive.google.com/file/d/1PXY9a5GLc7COjfJcvbPVGHX4B6qHA5_y/view?usp=sharing,19 41 03.3 +40 10 52.79,295.263735,40.18133107,,0.932208699(49),2454965.28509(44),T = (0.9322086986769981 +/- 4.877588528525008e-08)*E + (2454965.285087857 +/- 4.419049807733784e-05),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.263735%2040.18133107,1.072726571,0.4352435458,0.012184345,-5.21354615,0.013656274,-4.574629579,0.014137743,0.42708302,1.170077,13.9837675,13.382,13.294,13.275,null,null,14.092,0.002,0.075,0.003,0.25,0.002,14.05,0.38,14.125,0.0042,14.0463,7.00E-04,14.137,0.0018,14.1415,0.0031,14.1093,0.0041,,APO35,6000(130),5.2(7),?,0.60(27),6220+20-240; 4.7+0.585-0.107; Fe/H=0.827+0.153-0.376,,,,,APO35,,,,,,,,,,7006,,nan,,,,,,,,,,,-14.94,6.32,,,1,1.94E-66,2.10E-53,1.43E-63,1.94E-66,2.10E-53,1.43E-63,
140,Rotational,5024021,nodata,new detection,GAIA DR2 2076487258781628288,Gaia DR3 2076487258788897792,,field,rotating,NEW,MS,1.010946,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_140.png,https://drive.google.com/file/d/1pfn4z7wYOPnoYcNbgxNxR44WsDmgx3lh/view?usp=sharing,https://drive.google.com/file/d/1znYhotL6j57p3YbOgiOUDf3tDQffKIHY/view?usp=sharing,19 41 1.06 +40 11 1.94,295.2544002,40.18387236,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.25440019999996%2040.18387236,0.9891725176,0.5235371616,0.24195512,-3.359548586,0.2587105,7.423125627,0.3241651,2.3585415,1.6174151,19.549171,16.646,15.871,15.593,15.1417,0.04581539043,20.503,0.038,,,1.996,0.157,,,21.1339,0.0247,19.8221,0.013,18.8016,0.0132,18.2983,0.0136,18.1048,0.0128,,,,,,,,,,,,,,,,,,,,,,,,5276.22,,,,,,,,,,,,,,,nan,0,0,0,0,0,0,
141,Binary,,nokic,new detection,GAIA DR2 2076487224421838336,Gaia DR3 2076487224421838336,,field,active-binary,NEW,MS,0.5368284347,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_141-1.png,https://drive.google.com/file/d/14s_6bjId361Agwe5t5IC_Eyli1ymZSa7/view?usp=sharing,https://drive.google.com/file/d/1eQpJBn-up_IwYXayiQjI4szVuPn-Czkr/view?usp=sharing,19 40 59.16 +40 10 34.61,295.2465065,40.1762796,,0.5368232(16),2454964.9404(25),T = (0.5368232085052752 +/- 1.6307191483531894e-06)*E + (2454964.9403995466 +/- 0.0024902797661579255),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2465065%2040.1762796,1.862792534,0.8750478844,0.2684325,0.03772183444,0.29110384,-6.503631868,0.34715337,2.1697712,1.3385109,19.785225,null,null,null,null,null,20.703,0.044,,,0.707,0.111,,,21.2939,0.0243,20.0634,0.0169,19.1698,0.0139,18.7527,0.0276,18.5354,0.0224,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,2.36,0.2,0.8614105886,,,,4.48E-175,1.27E-119,4.69E-174,WUMa atype ECB tough oc
142,Rotational,,nokic,new detection,GAIA DR3 2076487224431395712,Gaia DR3 2076487224431395712,,?_field_Plastias13,rotating,NEW,MS,2.219537,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_142.png,https://drive.google.com/file/d/1Ck_ube1V-Mc6a_HDs5MjfZpqqx_18Qvh/view?usp=sharing,https://drive.google.com/file/d/1KILZVBqxMlaWzknJDNZh6SDal1jVAZUo/view?usp=sharing,19 40 57.61 +40 10 15.31,295.2400262,40.17092022,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2400262%2040.17092022,0.4505444153,,,,,,,1.6724262,1.7831773,20.441511,null,null,null,14.8545,0.02309328907,,,,,,,,,20.7951,0.1299,19.9992,0.0393,19.4088,0.0185,19.1203,0.0387,18.9918,0.0317,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,,,,
143,Binary,,nokic,new detection,19 40 57.78 +40 10 11.87,,,?_field_Plastias13,active-eclipsing,NEW,?,0.508526,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_143.png,https://drive.google.com/file/d/1rG_B8iQmL8__anmDgRN49d_s8Zb09Tz4/view?usp=sharing,https://drive.google.com/file/d/1My-iul5KEKlJI-eGhr5YD30tcZFtVUbJ/view?usp=sharing,19 40 57.78 +40 10 11.87,295.2407456,40.16996274,,0.5085220(9),2454964.8216(14),T = (0.5085220001721583 +/- 9.180776271716111e-07)*E + (2454964.821564496 +/- 0.0014548760419229832),,,http://aladin.u-strasbg.fr/AladinLite/?target=295.2407456%2040.16996274,1.966467791,,,,,,,,,,null,null,null,14.8545,0.02309328907,,,,,,,,,21.9762,0.0123,20.6907,0.0326,19.9197,0.045,19.4671,0.0415,19.1533,0.047,suspecting a third one,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,,,,
144,Rotational,5023904,nodata,new detection,19405612+4010404,Gaia DR3 2076487293141276672,,field,rotating,NEW,MS,32.5945,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_144.png,https://drive.google.com/file/d/16Y-EVxB2ywoJxg_j-x37ccvVF-uBlSoc/view?usp=sharing,https://drive.google.com/file/d/1_75OexYqPbYFlD2lsQ6BixYq7pMfyAkZ/view?usp=sharing,19 40 55.93 +40 10 40.9,295.2330216,40.17802866,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.23302160000003%2040.17802866,0.0306800227,16.43178048,0.61394364,103.0634375,0.66854125,-70.71444064,0.7619393,2.6999607,1.8482848,20.454409,16.152,15.554,14.52,14.73,0.02152324325,,,,,,,,,,,,,20.1099,0.0155,18.6273,0.0271,17.6734,0.0119,heart beat nova,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,0,0,0,
145,Rotational,5023844,nodata,new detection,GAIA DR2 2076487190069384960,Gaia DR3 2076487190069384960,,field,rotating,NEW,MS,5.459359,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_145.png,https://drive.google.com/file/d/1fvav2SVbUu4xDLDsPw3RwBgFZkJNjUv0/view?usp=sharing,https://drive.google.com/file/d/1k5UmrM36TyrrVXmfK9fgtFrSw6s9fiLj/view?usp=sharing,19 40 53.48 +40 10 10.68,295.2228358,40.16963381,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2228358%2040.16963381,0.1831716874,-0.3964897516,0.6864859,-0.7818526327,1.1462392,-2.019125897,0.9797811,1.8975964,2.495268,19.613737,16.489,16.163,15.557,14.5024,0.02310411219,19.869,0.023,,,1.437,0.063,,,20.4275,0.0251,19.1699,0.017,18.4959,0.013,18.1292,0.0083,17.8856,0.0331,overlap 146,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,2.54E-47,4.71E-49,5.44E-87,
146,Rotational,,nokic,new detection,GAIA DR2 2076487190061988608,Gaia DR3 2076487190061988608,,field,rotating,NEW,MS,0.188733,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_146.png,https://drive.google.com/file/d/1SablY58X2ZQngAnmNlVuXEGr1TJCFst2/view?usp=sharing,https://drive.google.com/file/d/1CVgvjhA9ifxqlwcOWwstehUCrge6aXuG/view?usp=sharing,19 40 52.56 +40 10 5.67,295.2189797,40.16824221,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2189797%2040.16824221,5.29849046,0.4847630822,0.93286204,-3.050949153,1.087062,-8.073553496,1.3391,1.8410587,1.5114386,20.733183,null,null,null,null,null,,,,,,,,,22.4281,0.0093,20.8548,0.0654,20.1564,0.0216,19.7177,0.0786,19.5161,0.0465,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,6.22E-133,,2.06E-133,6.22E-133,2.17E-124,
147,Rotational,,nokic,new detection,GAIA DR2 2076487151403028224,Gaia DR3 2076487151403028224,,field,rotating,VSX,MS,3.594891,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_147.png,https://drive.google.com/file/d/1GZZMbmIUNNQr0Iz4j0C4F9cr8DjVgLEQ/view?usp=sharing,https://drive.google.com/file/d/1CTz8driVZkgmvXjVcX93kAHDL1nCfd_8/view?usp=sharing,19 40 49.67 +40 9 21.53,295.2069442,40.15598009,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.20694419999995%2040.15598009,0.278172551,0.4656680277,0.26079902,-1.49102083,0.3010367,-4.112868973,0.35286564,2.1389637,1.3175312,19.612268,null,null,null,null,null,20.583,0.042,,,1.602,0.131,,,21.2384,0.0441,19.8968,0.0183,19.0558,0.0072,18.6305,0.0272,18.3978,0.0146,,,,,,,,,,,,,,,,,,,,,,,,4923.6665,,,,,,,,,,,,,,,nan,,9.10E-20,,2.89E-11,9.10E-20,1.51E-21,
148,Rotational,5024541,nodata,new detection,GAIA DR2 2076299860780304512,Gaia DR3 2076299860780304512,,field,rotating,NEW,MS,7.40847,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_148.png,https://drive.google.com/file/d/1GLBsgv05l8MXTQFtgp_n1nrfmw6McLyY/view?usp=sharing,https://drive.google.com/file/d/11THdmHVnvkhzSbDUV3JlJaiIrRa5uZvA/view?usp=sharing,19 41 19.82 +40 11 59.31,295.3325782,40.19980777,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.33257819999994%2040.19980777,0.134980637,0.5566204854,0.04714445,-4.442727389,0.054156452,-8.350528499,0.061507717,1.0944357,1.2369362,15.600402,14.258,13.872,13.774,null,null,15.92,0.005,0.439,0.013,0.837,0.006,,,16.1756,9.00E-04,15.5722,0.0023,15.3483,0.0035,15.2504,7.00E-04,15.1774,0.0073,two signals expected,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,1.40E-202,6.97E-165,5.97E-191,1.40E-202,6.97E-165,5.97E-191,
149,Pulsating,5112558,10lc,,KIC 5112558,Gaia DR3 2076300135658208384,,field,solar-like,Balona13,RGB,0.3243593902,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_149.png,,,19 41 15.72 +40 12 51.77,295.3166717,40.21443924,,,,,9.991548,3.9150991,http://aladin.u-strasbg.fr/AladinLite/?target=295.3154942%2040.21438134,3.083,0.1772431074,0.01282763,-1.404327761,0.014093914,-6.127955211,0.015085399,1.3614664,1.253734,14.111537,12.358,11.768,11.652,null,null,,,,,,,,,14.9177,0.0049,14.1192,0.0024,13.799,0.0022,13.5932,6.00E-04,13.4739,0.005,solar like,,,,,,,,,,,,,,,,,,,,11003,11003,,nan,,,,,2.12,0.27,2.7,0.6,,,2.12,0.27,,,nan,3.26E-83,7.91E-66,1.96E-79,3.26E-83,7.91E-66,1.96E-79,
150,Binary,5024475,nodata,new detection,[PGM2013] 654855,Gaia DR3 2076300062631198208,,cluster,eclipsing,NEW,MS,0.354613,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_150.png,https://drive.google.com/file/d/1GRkbjMfCln2Sl3TlVWddT7IekYDC5wsp/view?usp=sharing,https://drive.google.com/file/d/199eKbjNntNFzu5-srvLlkIh21fX8tJ-t/view?usp=sharing,19 41 17.78 +40 11 50.0,295.3240992,40.19722165,,0.35461351(48),2454964.3935(11),T = (0.3546135092013888 +/- 4.814421486258694e-07)*E + (2454964.393458008 +/- 0.0010637675731665062),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.32409920000003%2040.19722165,2.819975579,0.3020936957,0.048272967,-2.846055739,0.053344943,-3.760646522,0.056051176,1.019392,1.2096002,16.949636,15.664,15.089,15.198,null,null,17.278,0.003,0.236,0.018,0.777,0.006,,,17.4553,0.0033,16.9244,0.004,16.7299,0.004,16.6752,0.0025,16.5492,0.0065,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0.9861276252,0.9753764656,0.9696795208,0.9861276252,0.9753764656,0.9696795208,
